year,att,se,ci_low,ci_high
2007,0.12387739715342644,0.5112826813608236,-0.8782366583137877,1.1259914526206405
2008,1.2382107001897042,0.6837377950727315,-0.10191537815284946,2.578336778532258
2009,1.7729918248361562,0.3893132853813881,1.0099377854886356,2.536045864183677
2010,1.8820861654186003,0.46307369760581735,0.9744617181111983,2.7897106127260023
2011,1.1934885065704697,0.6114214774940478,-0.004897589317863993,2.3918746024588033
2012,1.1145213893542656,0.445046326594945,0.24223058922817342,1.9868121894803576
2013,1.537770269827079,0.650211207288718,0.2633563035411919,2.812184236112966
2014,1.4065145976437101,0.7310238834849921,-0.026292213986874424,2.8393214092742944
2015,0.4523691540443835,0.8596426377984588,-1.2325304160405959,2.137268724129363
