Year,CA_actual,Synth_CA,ATT_yearly
2007,72.21876192919949,72.55657982824171,0.12387739715342644
2008,72.56381386603877,71.78729846204472,1.2382107001897042
2009,72.37605638995458,71.06475986131409,1.7729918248361562
2010,72.75132711732634,71.3309362481034,1.8820861654186003
2011,71.28679856323046,70.55500535285564,1.1934885065704697
2012,71.21034762062925,70.55752152747064,1.1145213893542656
2013,70.77389616573548,69.69782119210406,1.537770269827079
2014,70.8970848736437,69.95226557219566,1.4065145976437101
2015,70.25099859284308,70.26032473499436,0.4523691540443835
